source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
6444305717037040896,302.5112412486045,-59.03816404505474,1.2330115925631948,0.4790444,19.806328,1.0771828,,
6444305721332613632,302.51544151623597,-59.03161526936321,1.3245197730015543,0.9632785,20.54307,2.081358,,
6444305751396781824,302.4849331845224,-59.03323553378236,0.5070888501728644,0.29616708,19.26614,1.7023811,,
6444305751396782336,302.4812262729546,-59.03202387253065,-0.27308190931388854,0.55564886,20.143322,1.0095043,,
6444305751396992512,302.4843783227417,-59.0387190572333,0.683834261522471,0.492575,19.93124,1.8967628,,
6444305755692026112,302.4860720163406,-59.03100157234769,0.2547606553436563,0.6215186,20.187704,2.3189545,,
6444305785756524288,302.5049530116106,-59.02590532102402,0.245376454917801,0.15439716,17.958065,0.861681,,
6444305790051617408,302.5042546692169,-59.02598078803962,1.5043009658116617,0.7684354,20.092972,1.6912594,,
6444305790052476928,302.49519590918374,-59.02790439873045,,,20.925863,0.49606895,,
6444305790052937728,302.50663491713544,-59.015998599606476,1.2020999348857315,0.08691364,16.775928,1.5281582,,
6444317502427305216,302.47808978070805,-59.0296259251852,2.0863278402008136,0.13239917,17.996828,2.5996609,,
6444317536787049728,302.4870385529395,-59.02064119837769,0.5590162836524398,0.21479228,18.681963,1.4382114,,
